product_id,source_platform,source_store,name,description,category,brand,price,price_original,discount_pct,rating,review_count,in_stock,stock_qty,shop_country,days_since_publish,is_on_promo,price_segment
13,dummyjson,dummyjson,Bedside Table African Cherry,"The Bedside Table in African Cherry is a stylish and functional addition to your bedroom, providing convenient storage space and a touch of elegance.",furniture,Furniture Co.,299.99,370.77,19.09000188796288,2.87,3,True,64,unknown,,True,high
14,dummyjson,dummyjson,Knoll Saarinen Executive Conference Chair,"The Knoll Saarinen Executive Conference Chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design.",furniture,Knoll,499.99,510.25,2.0107790298873085,4.88,3,True,26,unknown,,True,high
15,dummyjson,dummyjson,Wooden Bathroom Sink With Mirror,"The Wooden Bathroom Sink with Mirror is a unique and stylish addition to your bathroom, featuring a wooden sink countertop and a matching mirror.",furniture,Bath Trends,799.99,877.18,8.7997902368955,3.59,3,True,7,unknown,,True,high
16,dummyjson,dummyjson,Apple,"Fresh and crisp apples, perfect for snacking or incorporating into various recipes.",groceries,unknown,1.99,2.28,12.719298245614027,4.19,3,True,8,unknown,,True,low
17,dummyjson,dummyjson,Beef Steak,"High-quality beef steak, great for grilling or cooking to your preferred level of doneness.",groceries,unknown,12.99,14.37,9.603340292275568,4.47,3,True,86,unknown,,True,low
18,dummyjson,dummyjson,Cat Food,Nutritious cat food formulated to meet the dietary needs of your feline friend.,groceries,unknown,8.99,9.94,9.557344064386312,3.13,3,True,46,unknown,,True,low
19,dummyjson,dummyjson,Chicken Meat,"Fresh and tender chicken meat, suitable for various culinary preparations.",groceries,unknown,9.99,11.58,13.730569948186528,3.19,3,True,97,unknown,,True,low
20,dummyjson,dummyjson,Cooking Oil,"Versatile cooking oil suitable for frying, sautéing, and various culinary applications.",groceries,unknown,4.99,5.5,9.272727272727268,4.8,3,True,10,unknown,,True,low
21,dummyjson,dummyjson,Cucumber,"Crisp and hydrating cucumbers, ideal for salads, snacks, or as a refreshing side.",groceries,unknown,1.49,1.49,0.0,4.07,3,True,84,unknown,,False,low
22,dummyjson,dummyjson,Dog Food,Specially formulated dog food designed to provide essential nutrients for your canine companion.,groceries,unknown,10.99,12.25,10.285714285714285,4.55,3,True,71,unknown,,True,low
23,dummyjson,dummyjson,Eggs,"Fresh eggs, a versatile ingredient for baking, cooking, or breakfast.",groceries,unknown,2.99,3.36,11.011904761904752,2.53,3,True,9,unknown,,True,low
24,dummyjson,dummyjson,Fish Steak,"Quality fish steak, suitable for grilling, baking, or pan-searing.",groceries,unknown,14.99,15.65,4.217252396166135,3.78,3,True,74,unknown,,True,low
25,dummyjson,dummyjson,Green Bell Pepper,"Fresh and vibrant green bell pepper, perfect for adding color and flavor to your dishes.",groceries,unknown,1.29,1.29,0.0,3.25,3,True,33,unknown,,False,low
26,dummyjson,dummyjson,Green Chili Pepper,"Spicy green chili pepper, ideal for adding heat to your favorite recipes.",groceries,unknown,0.99,1.0,1.0000000000000009,3.66,3,True,3,unknown,,True,low
27,dummyjson,dummyjson,Honey Jar,"Pure and natural honey in a convenient jar, perfect for sweetening beverages or drizzling over food.",groceries,unknown,6.99,8.17,14.443084455324353,3.97,3,True,34,unknown,,True,low
28,dummyjson,dummyjson,Ice Cream,"Creamy and delicious ice cream, available in various flavors for a delightful treat.",groceries,unknown,5.49,6.01,8.652246256239595,3.39,3,True,27,unknown,,True,low
29,dummyjson,dummyjson,Juice,"Refreshing fruit juice, packed with vitamins and great for staying hydrated.",groceries,unknown,3.99,4.54,12.114537444933916,3.94,3,True,50,unknown,,True,low
30,dummyjson,dummyjson,Kiwi,"Nutrient-rich kiwi, perfect for snacking or adding a tropical twist to your dishes.",groceries,unknown,2.49,2.94,15.306122448979584,4.93,3,True,99,unknown,,True,low
31,dummyjson,dummyjson,Lemon,"Zesty and tangy lemons, versatile for cooking, baking, or making refreshing beverages.",groceries,unknown,0.79,0.87,9.19540229885057,3.53,3,True,31,unknown,,True,low
32,dummyjson,dummyjson,Milk,"Fresh and nutritious milk, a staple for various recipes and daily consumption.",groceries,unknown,3.49,4.05,13.82716049382715,2.61,3,True,27,unknown,,True,low
33,dummyjson,dummyjson,Mulberry,"Sweet and juicy mulberries, perfect for snacking or adding to desserts and cereals.",groceries,unknown,4.99,5.73,12.914485165794067,4.95,3,True,99,unknown,,True,low
34,dummyjson,dummyjson,Nescafe Coffee,"Quality coffee from Nescafe, available in various blends for a rich and satisfying cup.",groceries,unknown,7.99,8.12,1.6009852216748648,4.82,3,True,57,unknown,,True,low
35,dummyjson,dummyjson,Potatoes,"Versatile and starchy potatoes, great for roasting, mashing, or as a side dish.",groceries,unknown,2.29,2.42,5.371900826446277,4.81,3,True,13,unknown,,True,low
36,dummyjson,dummyjson,Protein Powder,"Nutrient-packed protein powder, ideal for supplementing your diet with essential proteins.",groceries,unknown,19.99,21.63,7.582061950993993,4.18,3,True,80,unknown,,True,low
37,dummyjson,dummyjson,Red Onions,"Flavorful and aromatic red onions, perfect for adding depth to your savory dishes.",groceries,unknown,1.99,2.21,9.95475113122172,4.2,3,True,82,unknown,,True,low
38,dummyjson,dummyjson,Rice,"High-quality rice, a staple for various cuisines and a versatile base for many dishes.",groceries,unknown,5.99,6.6,9.242424242424233,3.18,3,True,59,unknown,,True,low
39,dummyjson,dummyjson,Soft Drinks,"Assorted soft drinks in various flavors, perfect for refreshing beverages.",groceries,unknown,1.99,2.41,17.427385892116188,4.75,3,True,53,unknown,,True,low
40,dummyjson,dummyjson,Strawberry,"Sweet and succulent strawberries, great for snacking, desserts, or blending into smoothies.",groceries,unknown,3.99,4.04,1.2376237623762332,3.08,3,True,46,unknown,,True,low
41,dummyjson,dummyjson,Tissue Paper Box,"Convenient tissue paper box for everyday use, providing soft and absorbent tissues.",groceries,unknown,2.49,2.87,13.240418118466895,2.69,3,True,86,unknown,,True,low
42,dummyjson,dummyjson,Water,"Pure and refreshing bottled water, essential for staying hydrated throughout the day.",groceries,unknown,0.99,1.16,14.6551724137931,4.96,3,True,53,unknown,,True,low
43,dummyjson,dummyjson,Decoration Swing,"The Decoration Swing is a charming addition to your home decor. Crafted with intricate details, it adds a touch of elegance and whimsy to any room.",home-decoration,unknown,59.99,66.96,10.409199522102737,3.16,3,True,47,unknown,,True,mid
44,dummyjson,dummyjson,Family Tree Photo Frame,"The Family Tree Photo Frame is a sentimental and stylish way to display your cherished family memories. With multiple photo slots, it tells the story of your loved ones.",home-decoration,unknown,29.99,35.23,14.873687198410442,4.53,3,True,77,unknown,,True,low
45,dummyjson,dummyjson,House Showpiece Plant,The House Showpiece Plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. It adds greenery and style to any space.,home-decoration,unknown,39.99,43.21,7.451978708632258,4.67,3,True,28,unknown,,True,mid
46,dummyjson,dummyjson,Plant Pot,"The Plant Pot is a stylish container for your favorite plants. With a sleek design, it complements your indoor or outdoor garden, adding a modern touch to your plant display.",home-decoration,unknown,14.99,16.09,6.836544437538842,3.01,3,True,59,unknown,,True,low
47,dummyjson,dummyjson,Table Lamp,"The Table Lamp is a functional and decorative lighting solution for your living space. With a modern design, it provides both ambient and task lighting, enhancing the atmosphere.",home-decoration,unknown,49.99,53.8,7.081784386617092,3.55,3,True,9,unknown,,True,mid
48,dummyjson,dummyjson,Bamboo Spatula,"The Bamboo Spatula is a versatile kitchen tool made from eco-friendly bamboo. Ideal for flipping, stirring, and serving various dishes.",kitchen-accessories,unknown,7.99,8.22,2.79805352798054,3.27,3,True,37,unknown,,True,low
49,dummyjson,dummyjson,Black Aluminium Cup,The Black Aluminium Cup is a stylish and durable cup suitable for both hot and cold beverages. Its sleek black design adds a modern touch to your drinkware collection.,kitchen-accessories,unknown,5.99,7.1,15.633802816901401,4.46,3,True,75,unknown,,True,low
50,dummyjson,dummyjson,Black Whisk,The Black Whisk is a kitchen essential for whisking and beating ingredients. Its ergonomic handle and sleek design make it a practical and stylish tool.,kitchen-accessories,unknown,9.99,11.13,10.242587601078172,3.9,3,True,73,unknown,,True,low
51,dummyjson,dummyjson,Boxed Blender,"The Boxed Blender is a powerful and compact blender perfect for smoothies, shakes, and more. Its convenient design and multiple functions make it a versatile kitchen appliance.",kitchen-accessories,unknown,39.99,43.12,7.258812615955463,4.56,3,True,9,unknown,,True,mid
52,dummyjson,dummyjson,Carbon Steel Wok,"The Carbon Steel Wok is a versatile cooking pan suitable for stir-frying, sautéing, and deep frying. Its sturdy construction ensures even heat distribution for delicious meals.",kitchen-accessories,unknown,29.99,32.09,6.544094733561873,4.05,3,True,40,unknown,,True,low
53,dummyjson,dummyjson,Chopping Board,"The Chopping Board is an essential kitchen accessory for food preparation. Made from durable material, it provides a safe and hygienic surface for cutting and chopping.",kitchen-accessories,unknown,12.99,14.12,8.002832861189795,3.7,3,True,14,unknown,,True,low
54,dummyjson,dummyjson,Citrus Squeezer Yellow,The Citrus Squeezer in Yellow is a handy tool for extracting juice from citrus fruits. Its vibrant color adds a cheerful touch to your kitchen gadgets.,kitchen-accessories,unknown,8.99,10.23,12.121212121212123,4.63,3,True,22,unknown,,True,low
55,dummyjson,dummyjson,Egg Slicer,"The Egg Slicer is a convenient tool for slicing boiled eggs evenly. It's perfect for salads, sandwiches, and other dishes where sliced eggs are desired.",kitchen-accessories,unknown,6.99,8.2,14.7560975609756,3.09,3,True,40,unknown,,True,low
56,dummyjson,dummyjson,Electric Stove,The Electric Stove provides a portable and efficient cooking solution. Ideal for small kitchens or as an additional cooking surface for various culinary needs.,kitchen-accessories,unknown,49.99,58.15,14.032674118658637,4.11,3,True,21,unknown,,True,mid
57,dummyjson,dummyjson,Fine Mesh Strainer,The Fine Mesh Strainer is a versatile tool for straining liquids and sifting dry ingredients. Its fine mesh ensures efficient filtering for smooth cooking and baking.,kitchen-accessories,unknown,9.99,10.35,3.478260869565212,3.04,3,True,85,unknown,,True,low
58,dummyjson,dummyjson,Fork,The Fork is a classic utensil for various dining and serving purposes. Its durable and ergonomic design makes it a reliable choice for everyday use.,kitchen-accessories,unknown,3.99,4.34,8.06451612903225,3.11,3,True,7,unknown,,True,low
59,dummyjson,dummyjson,Glass,The Glass is a versatile and elegant drinking vessel suitable for a variety of beverages. Its clear design allows you to enjoy the colors and textures of your drinks.,kitchen-accessories,unknown,4.99,5.42,7.933579335793353,4.02,3,True,46,unknown,,True,low
60,dummyjson,dummyjson,Grater Black,"The Grater in Black is a handy kitchen tool for grating cheese, vegetables, and more. Its sleek design and sharp blades make food preparation efficient and easy.",kitchen-accessories,unknown,10.99,11.4,3.596491228070177,3.21,3,True,84,unknown,,True,low
61,dummyjson,dummyjson,Hand Blender,"The Hand Blender is a versatile kitchen appliance for blending, pureeing, and mixing. Its compact design and powerful motor make it a convenient tool for various recipes.",kitchen-accessories,unknown,34.99,42.17,17.02632202987906,3.86,3,True,84,unknown,,True,mid
62,dummyjson,dummyjson,Ice Cube Tray,The Ice Cube Tray is a practical accessory for making ice cubes in various shapes. Perfect for keeping your drinks cool and adding a fun element to your beverages.,kitchen-accessories,unknown,5.99,6.03,0.6633499170812609,4.71,3,True,13,unknown,,True,low
63,dummyjson,dummyjson,Kitchen Sieve,The Kitchen Sieve is a versatile tool for sifting and straining dry and wet ingredients. Its fine mesh design ensures smooth results in your cooking and baking.,kitchen-accessories,unknown,7.99,9.85,18.88324873096446,3.09,3,True,68,unknown,,True,low
64,dummyjson,dummyjson,Knife,"The Knife is an essential kitchen tool for chopping, slicing, and dicing. Its sharp blade and ergonomic handle make it a reliable choice for food preparation.",kitchen-accessories,unknown,14.99,18.47,18.841364374661605,3.26,3,True,7,unknown,,True,low
65,dummyjson,dummyjson,Lunch Box,"The Lunch Box is a convenient and portable container for packing and carrying your meals. With compartments for different foods, it's perfect for on-the-go dining.",kitchen-accessories,unknown,12.99,14.49,10.351966873706003,4.93,3,True,94,unknown,,True,low
66,dummyjson,dummyjson,Microwave Oven,"The Microwave Oven is a versatile kitchen appliance for quick and efficient cooking, reheating, and defrosting. Its compact size makes it suitable for various kitchen setups.",kitchen-accessories,unknown,89.99,102.41,12.127721902157994,4.82,3,True,59,unknown,,True,mid
67,dummyjson,dummyjson,Mug Tree Stand,The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.,kitchen-accessories,unknown,15.99,17.62,9.250851305334852,2.64,3,True,88,unknown,,True,low
68,dummyjson,dummyjson,Pan,"The Pan is a versatile and essential cookware item for frying, sautéing, and cooking various dishes. Its non-stick coating ensures easy food release and cleanup.",kitchen-accessories,unknown,24.99,25.76,2.9891304347826204,2.79,3,True,90,unknown,,True,low
69,dummyjson,dummyjson,Plate,The Plate is a classic and essential dishware item for serving meals. Its durable and stylish design makes it suitable for everyday use or special occasions.,kitchen-accessories,unknown,3.99,4.3,7.209302325581386,3.65,3,True,66,unknown,,True,low
70,dummyjson,dummyjson,Red Tongs,The Red Tongs are versatile kitchen tongs suitable for various cooking and serving tasks. Their vibrant color adds a pop of excitement to your kitchen utensils.,kitchen-accessories,unknown,6.99,8.18,14.547677261613687,4.42,3,True,82,unknown,,True,low
71,dummyjson,dummyjson,Silver Pot With Glass Cap,"The Silver Pot with Glass Cap is a stylish and functional cookware item for boiling, simmering, and preparing delicious meals. Its glass cap allows you to monitor cooking progress.",kitchen-accessories,unknown,39.99,42.41,5.7062013676019685,3.22,3,True,40,unknown,,True,mid
72,dummyjson,dummyjson,Slotted Turner,"The Slotted Turner is a kitchen utensil designed for flipping and turning food items. Its slotted design allows excess liquid to drain, making it ideal for frying and sautéing.",kitchen-accessories,unknown,8.99,10.38,13.391136801541432,3.4,3,True,88,unknown,,True,low
73,dummyjson,dummyjson,Spice Rack,The Spice Rack is a convenient organizer for your spices and seasonings. Keep your kitchen essentials within reach and neatly arranged with this stylish spice rack.,kitchen-accessories,unknown,19.99,22.74,12.093227792436236,4.87,3,True,79,unknown,,True,low
74,dummyjson,dummyjson,Spoon,"The Spoon is a versatile kitchen utensil for stirring, serving, and tasting. Its ergonomic design and durable construction make it an essential tool for every kitchen.",kitchen-accessories,unknown,4.99,5.07,1.577909270216964,4.03,3,True,59,unknown,,True,low
75,dummyjson,dummyjson,Tray,"The Tray is a functional and decorative item for serving snacks, appetizers, or drinks. Its stylish design makes it a versatile accessory for entertaining guests.",kitchen-accessories,unknown,16.99,18.36,7.461873638344232,4.62,3,True,71,unknown,,True,low
76,dummyjson,dummyjson,Wooden Rolling Pin,The Wooden Rolling Pin is a classic kitchen tool for rolling out dough for baking. Its smooth surface and sturdy handles make it easy to achieve uniform thickness.,kitchen-accessories,unknown,11.99,13.29,9.781790820165531,2.92,3,True,80,unknown,,True,low
77,dummyjson,dummyjson,Yellow Peeler,The Yellow Peeler is a handy tool for peeling fruits and vegetables with ease. Its bright yellow color adds a cheerful touch to your kitchen gadgets.,kitchen-accessories,unknown,5.99,6.84,12.426900584795316,4.24,3,True,35,unknown,,True,low
78,dummyjson,dummyjson,Apple MacBook Pro 14 Inch Space Grey,"The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display.",laptops,Apple,1999.99,2098.41,4.690217831596296,3.65,3,True,24,unknown,,True,high
79,dummyjson,dummyjson,Asus Zenbook Pro Dual Screen Laptop,"The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals.",laptops,Asus,1799.99,2025.65,11.140127860193028,3.95,3,True,45,unknown,,True,high
80,dummyjson,dummyjson,Huawei Matebook X Pro,"The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go.",laptops,Huawei,1399.99,1544.9,9.379895138843942,4.98,3,True,75,unknown,,True,high
81,dummyjson,dummyjson,Lenovo Yoga 920,"The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability.",laptops,Lenovo,1099.99,1177.09,6.550051397938978,2.86,3,True,40,unknown,,True,high
82,dummyjson,dummyjson,New DELL XPS 13 9300 Laptop,"The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks.",laptops,Dell,1499.99,1702.41,11.890202712625047,2.67,3,True,74,unknown,,True,high
83,dummyjson,dummyjson,Blue & Black Check Shirt,"The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions.",mens-shirts,Fashion Trends,29.99,35.43,15.354219587919845,3.64,3,True,38,unknown,,True,low
84,dummyjson,dummyjson,Gigabyte Aorus Men Tshirt,"The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style.",mens-shirts,Gigabyte,24.99,25.23,0.9512485136742053,3.18,3,True,90,unknown,,True,low
85,dummyjson,dummyjson,Man Plaid Shirt,The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.,mens-shirts,Classic Wear,34.99,43.47,19.507706464228196,3.46,3,True,82,unknown,,True,mid
86,dummyjson,dummyjson,Man Short Sleeve Shirt,"The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look.",mens-shirts,Casual Comfort,19.99,21.46,6.849953401677551,2.9,3,True,2,unknown,,True,low
87,dummyjson,dummyjson,Men Check Shirt,"The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe.",mens-shirts,Urban Chic,27.99,31.58,11.36795440151995,2.72,3,True,95,unknown,,True,low
88,dummyjson,dummyjson,Nike Air Jordan 1 Red And Black,"The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes.",mens-shoes,Nike,149.99,156.44,4.122986448478643,4.77,3,True,7,unknown,,True,high
89,dummyjson,dummyjson,Nike Baseball Cleats,Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.,mens-shoes,Nike,79.99,97.6,18.043032786885245,3.88,3,True,12,unknown,,True,mid
90,dummyjson,dummyjson,Puma Future Rider Trainers,"The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use.",mens-shoes,Puma,89.99,93.94,4.204811581860765,4.9,3,True,90,unknown,,True,mid
91,dummyjson,dummyjson,Sports Sneakers Off White & Red,"The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch.",mens-shoes,Off White,119.99,126.27,4.973469549378318,4.77,3,True,17,unknown,,True,high
92,dummyjson,dummyjson,Sports Sneakers Off White Red,"Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions.",mens-shoes,Off White,109.99,110.03,0.036353721712265974,4.69,3,True,62,unknown,,True,high
93,dummyjson,dummyjson,Brown Leather Belt Watch,"The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.",mens-watches,Fashion Timepieces,89.99,95.72,5.986209778520689,4.19,3,True,32,unknown,,True,mid
94,dummyjson,dummyjson,Longines Master Collection,"The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.",mens-watches,Longines,1499.99,1812.46,17.24010460920517,3.87,3,True,100,unknown,,True,high
95,dummyjson,dummyjson,Rolex Cellini Date Black Dial,"The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.",mens-watches,Rolex,8999.99,9877.07,8.87996136506069,4.97,3,True,40,unknown,,True,high
96,dummyjson,dummyjson,Rolex Cellini Moonphase,"The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.",mens-watches,Rolex,12999.99,15761.38,17.519976042706915,2.58,3,True,36,unknown,,True,high
97,dummyjson,dummyjson,Rolex Datejust,"The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.",mens-watches,Rolex,10999.99,11426.19,3.7300272444270637,3.66,3,True,86,unknown,,True,high
98,dummyjson,dummyjson,Rolex Submariner Watch,"The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.",mens-watches,Rolex,13999.99,14744.59,5.049987826043317,2.69,3,True,55,unknown,,True,high
99,dummyjson,dummyjson,Amazon Echo Plus,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.,mobile-accessories,Amazon,99.99,113.72,12.073513893774185,4.99,3,True,61,unknown,,True,mid
100,dummyjson,dummyjson,Apple Airpods,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.",mobile-accessories,Apple,129.99,153.91,15.541550256643486,4.15,3,True,67,unknown,,True,high
8678656409688,shopify,satechi,OntheGo™ Foldable Stand Hub,"The Satechi OntheGo™ Foldable Stand Hub is designed for creators and professionals who need a flexible, travel-ready workspace without sacrificing performance. Built to support iPad Pro, iPad Air, and iPad mini models from 2021 and later, it transforms your iPad into a comfortable, elevated workstation wherever you work. Featuring a fold-flat aluminum stand and a slim, travel-ready design, OntheGo™ delivers seamless power, display expansion, and high-speed access in a single, refined solution—perfect for life in motion.",Hubs ## Stands,Satechi,79.99,79.99,0.0,,,False,,US,11,False,mid
8546716188760,shopify,satechi,Slim EX1 Wireless Keyboard,"The Satechi Slim EX1 Wireless Keyboard represents the next generation of professional keyboards built for fluid, cross-platform productivity. A minimalist keyboard that blends portability and performance. The EX1 keeps you connected to all your devices — MacBook, laptop, tablet, or phone — while fitting effortlessly into smaller setups. Its calm, quiet typing experience lets you stay in your zone anywhere. Its also features 4-in-1 multi-device connectivity (3x Bluetooth + 2.4GHz dongle), instant OS key remapping, and a long-lasting rechargeable battery providing up to five weeks of power on a single charge. Sustainably designed with a removable battery that meets EU 2027 replaceability standard, the Slim EX1 Wireless Keyboard combines performance with responsibility.",Keyboards,Satechi,49.99,49.99,0.0,,,False,,US,72,False,mid
8546727723096,shopify,satechi,Slim EX3 Wireless Keyboard,"The Satechi Slim EX3 Wireless Keyboard represents the next generation of professional keyboards built for fluid, cross-platform productivity. A full-size keyboard for those who demand precision and command. From spreadsheets to creative suites, the EX3 offers clarity, comfort, and complete control through a dedicated numpad, navigation cluster, and quiet scissor keys that feel as good as they look. It features 4-in-1 multi-device connectivity (3x Bluetooth + 2.4GHz dongle), instant OS key remapping, and a long-lasting rechargeable battery providing up to five weeks of power on a single charge. Sustainably designed with a removable battery that meets EU 2027 replaceability standard, the Slim EX3 Wireless Keyboard combines performance with responsibility.",Keyboards,Satechi,69.99,69.99,0.0,,,False,,US,72,False,mid
8546739486808,shopify,satechi,Slim EX Wireless Mouse,"The Satechi Slim EX Wireless Mouse is designed for modern professionals who move seamlessly between devices and workspaces. Featuring dual Bluetooth channels and a 2.4GHz USB-C receiver, it allows instant switching across MacBook, desktops, laptops, and tablets, with no re-pairing required. Quiet click switches and a precision-machined scroll wheel deliver smooth, focused control, while its anodized aluminum construction adds durability and refined style. USB-C rechargeable with a removable battery, Slim EX Wireless Mouse combines long-lasting performance with thoughtful, future-ready design — the perfect companion for a clean, connected workflow.",Mice,Satechi,29.99,29.99,0.0,,,False,,US,72,False,low
8546620342360,shopify,satechi,Thunderbolt 5 Pro Cable,"Built for next-generation performance, the Thunderbolt 5 Pro Cable delivers uncompromising speed, power, and display support - through a single, thoughtfully designed connection. Crafted for demanding workflows and built to last, it's the foundation of a cleaner, more capable setup. Official certification ensures reliability, interoperability, and full next-gen bandwidth. Premium braid, reinforced strain relief, and aluminum housing for lasting flexibility. 120 Gb/s uni-directional / 80Gb/s bi-directional throughput. Transfer large videos, 3D, and gaming files at professional speed. Up to 240W Power Delivery to keep high-performance laptops powered through intensive sessions. Dual 8K@60Hz or Triple 4K@144Hz Support. Visuals stay sharp and fluid; up to 6k on macOS.",Cables,Satechi,39.99,39.99,0.0,,,False,,US,74,False,mid
